student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible (scholarship),student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
STU_00002783,17,Female,No,No,In-state,3.23,,28,1,1,Computer Science,Part-time,3,Regular,Fall,$100k+,Yes,Yes,3164,Yes,1.47,32,1,1,73,30,4,2,0,3,Off-campus,No,1,13,Yes
STU_00002784,17,Female,Yes,No,In-state,2.7,1179,29,3,5,Business,Full-time,12,Regular,Spring,<$30k,No,No,628,No,3.17,35,1,2,44.9,0,1,1,1,3,Off-campus,No,10,4,Yes
STU_00002785,21,Female,No,No,In-state,4,967,23,0,3,Education,Full-time,15,Regular,Fall,$60k-$100k,No,No,9360,No,2.28,58,0,0,93,56,5,3,2,2,At home,No,43,4,No
STU_00002786,23,Female,No,No,In-state,3.72,1405,23,4,2,Computer Science,Full-time,12,Regular,Fall,<$30k,Yes,Yes,8274,Yes,3.19,120,0,0,59,8,3,2,3,0,On-campus,No,10,14,No
STU_00002787,22,Male,No,No,In-state,3.83,1109,29,2,0,Engineering,Full-time,18,Regular,Fall,$30k-$60k,Yes,No,4427,No,4,12,0,1,96.3,18,3,5,1,2,At home,No,18,8,No
STU_00002788,17,Male,No,No,Out-of-state,3.33,903,18,1,4,Arts & Sciences,Part-time,6,Regular,Spring,$100k+,Yes,No,4990,No,2.17,31,1,0,81.5,22,9,4,0,2,At home,No,15,6,No
STU_00002789,18,Male,Yes,Yes,In-state,3.82,1313,21,2,5,Arts & Sciences,Part-time,3,Transfer,Fall,<$30k,No,Yes,15995,No,3.86,2,1,1,72.2,5,3,1,3,1,Off-campus,No,1,21,Yes
STU_00002790,24,Female,No,No,In-state,3.77,1289,19,1,1,Business,Full-time,12,Regular,Fall,$60k-$100k,Yes,No,31318,Yes,2.73,17,0,0,71.5,3,2,4,2,1,At home,Yes,11,4,Yes
STU_00002791,21,Female,Yes,No,In-state,3.69,1430,21,5,4,Health Sciences,Full-time,15,Regular,Spring,$60k-$100k,No,No,837,Yes,2.62,82,0,0,69.5,6,6,0,2,0,On-campus,No,5,25,Yes
STU_00002792,17,Female,No,Yes,In-state,3.5,1310,20,2,0,Business,Full-time,15,Regular,Fall,$100k+,Yes,No,7148,No,2.83,3,0,2,66.4,14,2,3,3,2,On-campus,No,5,28,Yes
STU_00002793,19,Female,No,No,International,3.23,1120,16,2,4,Business,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,14816,No,3.01,19,0,1,81.3,3,4,0,0,2,On-campus,No,0,34,No
STU_00002794,17,Male,No,No,In-state,3.34,1328,26,3,3,Arts & Sciences,Full-time,18,Regular,Spring,$60k-$100k,No,No,95113,No,2.45,1,0,0,75,4,6,1,3,2,On-campus,No,19,20,No
STU_00002795,18,Female,No,No,In-state,2.64,1035,22,3,1,Health Sciences,Full-time,18,Transfer,Fall,<$30k,No,No,1104,No,3.34,84,1,0,69.5,14,3,4,0,0,At home,No,14,0,Yes
STU_00002796,19,Male,No,No,In-state,2.92,969,24,2,3,Computer Science,Full-time,15,Regular,Fall,$100k+,No,Yes,17139,Yes,3.12,6,0,0,51.6,5,9,1,4,1,At home,No,26,30,No
STU_00002797,23,Male,No,No,In-state,3.89,1252,22,2,3,Health Sciences,Full-time,15,Regular,Spring,$30k-$60k,No,Yes,19476,No,1.95,37,0,0,51.3,48,6,4,0,1,Off-campus,No,1,6,Yes
STU_00002798,23,Male,No,No,International,3.77,1202,32,5,2,Engineering,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,6864,No,2.68,6,1,0,87.8,9,3,2,1,1,On-campus,No,0,2,No
STU_00002799,20,Male,Yes,No,In-state,4,1065,23,2,1,Arts & Sciences,Full-time,12,Transfer,Fall,$100k+,No,Yes,5944,No,,48,0,1,55.3,12,3,3,1,2,Commuter,No,7,0,Yes
STU_00002800,20,Female,Yes,No,Out-of-state,3.33,1402,25,5,0,Business,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,7421,No,3.27,21,0,1,66,12,6,1,2,0,Commuter,No,57,4,No
STU_00002801,20,Male,No,No,Out-of-state,3.41,1041,22,2,1,Health Sciences,Full-time,15,Regular,Fall,<$30k,Yes,Yes,1167,No,2.34,48,1,1,32.8,5,5,2,2,1,On-campus,No,9,11,No
STU_00002802,21,Female,No,No,In-state,3.54,1298,17,3,2,Health Sciences,Full-time,18,Regular,Spring,$60k-$100k,Yes,Yes,7024,No,3.07,24,0,0,74.2,0,8,4,0,1,At home,No,24,16,No
STU_00002803,18,Non-binary,Yes,No,In-state,2.95,1076,21,4,0,Business,Part-time,9,Regular,Spring,$60k-$100k,Yes,No,62789,No,2.2,46,2,0,68,12,6,1,1,0,On-campus,Yes,49,19,Yes
STU_00002804,22,Female,Yes,No,In-state,3.15,,27,5,3,Health Sciences,Part-time,6,Regular,Fall,$60k-$100k,Yes,Yes,5052,Yes,2.84,61,2,0,88.1,35,6,3,2,2,On-campus,No,35,8,Yes
STU_00002805,19,Female,No,Yes,In-state,3.42,989,18,3,5,Engineering,Full-time,18,Regular,Fall,$100k+,No,Yes,19183,No,2.64,120,2,1,,3,9,2,0,2,On-campus,No,6,6,Yes
STU_00002806,18,Female,Yes,Yes,In-state,3.31,1312,22,2,1,Business,Full-time,18,Regular,Summer,$60k-$100k,No,No,5988,No,3.49,4,1,0,82.5,8,4,4,1,0,On-campus,No,4,4,Yes
STU_00002807,20,Male,Yes,Yes,International,2.81,1198,22,1,1,Arts & Sciences,Part-time,6,Regular,Fall,$30k-$60k,No,No,1395,No,3,34,1,2,80.5,19,3,7,0,1,At home,No,13,6,Yes
STU_00002808,17,Male,No,No,In-state,3.44,1229,25,0,5,Arts & Sciences,Full-time,18,Early Decision,Fall,$60k-$100k,Yes,No,20123,No,2.57,3,1,0,89,0,7,0,2,0,On-campus,No,9,4,No
STU_00002809,19,Female,No,No,In-state,3.62,966,26,3,0,Health Sciences,Full-time,12,Regular,Spring,$30k-$60k,Yes,Yes,3656,No,2.9,5,0,0,73,15,7,6,2,6,Off-campus,Yes,17,12,No
STU_00002810,17,Male,No,No,International,2.54,1176,25,2,0,Health Sciences,Full-time,12,Regular,Spring,$100k+,No,Yes,12216,Yes,4,75,0,0,93.1,34,4,1,2,2,On-campus,No,51,23,Yes
STU_00002811,22,Male,Yes,No,In-state,3.74,1052,16,4,4,Arts & Sciences,Full-time,12,Early Decision,Fall,$100k+,Yes,No,11230,No,3.3,55,2,0,89.4,21,6,3,1,0,Commuter,No,22,7,No
STU_00002812,23,Female,No,No,Out-of-state,2.64,1019,25,1,7,Health Sciences,Full-time,12,Regular,Spring,$60k-$100k,No,Yes,15455,Yes,,66,0,1,90.9,0,7,2,3,4,On-campus,No,28,15,No
STU_00002813,20,Female,Yes,No,Out-of-state,3.2,1093,24,1,0,Business,Full-time,15,Transfer,Fall,$30k-$60k,No,No,8497,No,3.21,42,0,0,78.3,2,5,2,3,2,Off-campus,No,29,0,No
STU_00002814,19,Male,No,No,International,3.4,1255,26,2,1,Education,Full-time,18,Transfer,Fall,$100k+,No,No,12311,No,4,35,0,0,57,4,4,1,1,1,Off-campus,No,8,16,Yes
STU_00002815,21,Male,Yes,No,In-state,3.23,1240,22,1,2,Business,Part-time,3,Regular,Fall,$100k+,Yes,Yes,16597,No,3.03,113,0,0,33.2,9,4,2,4,2,Commuter,No,83,1,Yes
STU_00002816,17,Female,Yes,No,In-state,2.81,1021,27,4,2,Health Sciences,Part-time,9,Regular,Summer,$60k-$100k,Yes,Yes,7753,No,3.18,46,0,0,80.4,2,3,2,2,2,On-campus,No,29,2,No
STU_00002817,21,Female,No,Yes,International,3.09,1006,23,2,2,Engineering,Full-time,18,Regular,Spring,$100k+,Yes,No,15578,Yes,2.5,78,1,0,97.8,33,3,6,1,1,Commuter,No,34,2,No
STU_00002818,20,Male,No,No,In-state,3.15,1126,28,2,2,Engineering,Full-time,15,Regular,Summer,$30k-$60k,No,No,18388,No,2.45,43,1,0,88.8,11,3,3,3,5,On-campus,No,2,4,No
STU_00002819,24,Male,No,No,International,3.87,1232,21,2,4,Health Sciences,Part-time,6,Regular,Fall,$100k+,Yes,No,2943,Yes,2.08,12,0,0,98,16,2,2,0,4,Off-campus,Yes,5,0,No
STU_00002820,18,Male,Yes,No,In-state,3.37,1173,17,4,3,Computer Science,Full-time,15,Regular,Fall,<$30k,No,No,37986,No,4,20,0,2,56.3,5,5,3,1,0,At home,No,4,5,Yes
STU_00002821,26,Female,No,No,Out-of-state,3.05,,16,2,2,Business,Part-time,3,Regular,Spring,$60k-$100k,No,No,7259,No,3.94,23,0,0,,5,3,6,1,3,On-campus,No,23,3,No
STU_00002822,20,Male,Yes,No,Out-of-state,3.17,1283,26,2,1,Health Sciences,Full-time,15,Transfer,Fall,$100k+,No,Yes,15144,No,2.89,17,0,1,78,3,6,3,2,1,Off-campus,No,2,3,No
STU_00002823,17,Male,No,No,In-state,3.27,1357,25,7,4,Education,Part-time,3,Early Decision,Spring,$60k-$100k,Yes,No,41000,Yes,2.88,46,2,2,91.7,47,2,2,0,2,Off-campus,No,2,9,Yes
STU_00002824,17,Male,No,No,In-state,4,837,18,3,1,Computer Science,Full-time,18,Regular,Fall,<$30k,Yes,Yes,14924,Yes,2.48,120,3,1,83,42,3,1,0,0,Off-campus,No,26,0,No
STU_00002825,18,Female,No,No,In-state,2.43,1066,23,2,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,No,No,5722,No,3.64,12,1,0,86.8,14,2,1,0,0,On-campus,No,4,28,No
STU_00002826,17,Female,Yes,No,In-state,3.72,1059,26,3,2,Engineering,Full-time,12,Transfer,Spring,$60k-$100k,Yes,No,12030,No,3.04,76,1,0,87.3,8,2,1,3,1,On-campus,No,4,1,Yes
STU_00002827,20,Female,No,No,In-state,3.28,1235,21,6,5,Arts & Sciences,Full-time,18,Early Decision,Summer,$60k-$100k,Yes,No,10697,No,2.81,120,0,2,59,16,3,0,2,2,On-campus,No,2,1,No
STU_00002828,27,Female,No,No,In-state,2.86,1262,24,1,1,Business,Full-time,15,Transfer,Fall,$60k-$100k,No,No,697,No,2.49,9,2,1,90,0,7,0,0,0,At home,No,5,3,Yes
STU_00002829,20,Male,Yes,No,In-state,3.51,1251,19,2,4,Health Sciences,Full-time,12,Early Decision,Fall,$60k-$100k,Yes,No,3405,No,2.18,12,2,0,41.5,1,3,0,0,0,Off-campus,No,35,1,Yes
STU_00002830,19,Female,Yes,No,Out-of-state,2.32,1116,32,6,2,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,4857,No,4,12,1,0,91,9,1,4,4,0,Off-campus,No,13,9,No
STU_00002831,25,Female,No,No,In-state,4,1178,19,1,3,Health Sciences,Full-time,15,Transfer,Spring,<$30k,Yes,No,9969,Yes,3.39,40,0,0,61.3,2,4,2,2,0,Off-campus,No,12,3,Yes
STU_00002832,21,Female,Yes,No,In-state,3.82,1119,27,2,3,Engineering,Part-time,9,Regular,Fall,$30k-$60k,Yes,No,4370,Yes,1.46,6,1,0,86.3,3,3,1,2,1,Commuter,No,21,0,No
STU_00002833,17,Male,No,No,In-state,2.61,1025,23,2,3,Arts & Sciences,Full-time,15,Regular,Fall,$30k-$60k,No,No,7313,Yes,2.62,47,1,0,86.3,20,3,2,1,1,At home,No,2,8,No
STU_00002834,17,Female,No,No,International,4,1026,24,2,0,Computer Science,Full-time,18,Early Decision,Summer,$100k+,Yes,No,7234,No,3.58,5,0,0,90.9,9,4,4,2,4,On-campus,Yes,7,25,No
STU_00002835,17,Male,No,No,In-state,3.26,1200,22,8,1,Business,Full-time,18,Transfer,Fall,$30k-$60k,No,No,8597,No,2.18,3,0,0,82.2,4,1,1,2,3,On-campus,No,19,13,No
STU_00002836,22,Female,No,Yes,In-state,3.26,1218,26,2,1,Computer Science,Full-time,18,Regular,Fall,$100k+,No,No,7550,No,2.91,34,3,1,35.8,17,2,2,2,0,On-campus,No,22,0,No
STU_00002837,19,Male,No,No,Out-of-state,4,1159,24,4,2,Arts & Sciences,Full-time,12,Transfer,Fall,$100k+,No,No,2299,No,1.51,33,1,1,91.1,1,7,2,2,1,Off-campus,Yes,1,14,Yes
STU_00002838,20,Male,No,No,In-state,3.76,1302,24,0,0,Engineering,Part-time,6,Early Decision,Spring,$100k+,Yes,No,19087,Yes,3.13,8,2,0,84.4,3,6,2,1,1,On-campus,No,8,17,No
STU_00002839,20,Male,No,No,International,3.19,,28,6,2,Engineering,Full-time,15,Regular,Fall,<$30k,Yes,No,31953,No,4,70,1,0,89.3,9,7,1,0,0,On-campus,No,17,3,No
STU_00002840,19,Female,No,No,In-state,4,1058,19,2,0,Health Sciences,Part-time,3,Early Decision,Spring,$100k+,No,Yes,11643,No,3.32,53,0,0,97.2,10,5,2,2,2,On-campus,No,2,18,No
STU_00002841,20,Male,No,No,International,2.64,1131,24,0,1,Computer Science,Full-time,15,Transfer,Fall,$60k-$100k,No,No,13766,Yes,2.31,13,0,0,95.6,38,7,7,0,3,At home,Yes,8,6,No
STU_00002842,17,Male,No,No,In-state,3.1,1130,21,3,1,Social Sciences,Full-time,18,Regular,Spring,<$30k,No,No,27907,No,2.67,22,0,0,52.8,12,7,1,2,2,Off-campus,No,87,12,Yes
STU_00002843,17,Male,No,No,In-state,2.63,1144,29,0,0,Arts & Sciences,Full-time,12,Regular,Spring,$100k+,Yes,No,9785,Yes,1.96,6,1,1,74.8,8,5,3,0,1,On-campus,Yes,19,9,Yes
STU_00002844,23,Male,No,Yes,In-state,3.4,1291,19,3,1,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,63117,No,4,55,1,1,94.9,12,1,4,2,2,On-campus,No,40,14,No
STU_00002845,17,Male,No,No,In-state,2.48,1187,25,3,7,Business,Full-time,15,Regular,Fall,$60k-$100k,No,No,13130,No,3.02,81,0,1,91.7,0,3,1,2,1,Off-campus,No,4,4,No
STU_00002846,23,Female,No,No,Out-of-state,3.78,1190,22,5,2,Arts & Sciences,Part-time,3,Regular,Fall,$60k-$100k,Yes,No,38037,No,3.58,22,0,0,86.7,5,3,3,1,0,On-campus,No,2,4,No
STU_00002847,21,Female,No,No,In-state,2.97,1034,20,2,2,Engineering,Full-time,15,Regular,Fall,<$30k,Yes,No,48862,Yes,3.27,8,0,0,79.8,15,2,4,0,0,On-campus,No,30,4,No
STU_00002848,20,Male,Yes,No,In-state,3,1331,19,3,4,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,4278,No,3.5,83,2,1,48.4,24,4,2,1,2,On-campus,No,2,13,Yes
STU_00002849,21,Male,No,No,In-state,2.8,1119,27,3,4,Engineering,Part-time,3,Regular,Spring,<$30k,Yes,No,4239,Yes,4,11,0,0,74.7,13,4,1,1,4,Off-campus,No,17,7,No
STU_00002850,21,Female,Yes,Yes,Out-of-state,2.87,1031,25,1,1,Arts & Sciences,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,19569,No,2.43,7,0,0,85.1,2,7,2,0,1,On-campus,No,5,8,No
STU_00002851,17,Male,Yes,No,In-state,2.86,1289,22,1,3,Engineering,Full-time,18,Regular,Summer,$30k-$60k,No,Yes,12077,Yes,3.3,10,1,2,81,0,3,4,1,1,On-campus,No,31,0,No
STU_00002852,23,Female,No,No,In-state,3.12,,26,2,2,Engineering,Full-time,18,Regular,Fall,<$30k,Yes,Yes,11663,No,2.52,15,4,2,78.1,35,3,3,3,1,At home,No,22,17,Yes
STU_00002853,17,Non-binary,No,No,In-state,3.25,852,27,3,5,Health Sciences,Part-time,9,Regular,Fall,$60k-$100k,Yes,Yes,37597,Yes,1.89,3,0,0,75.9,7,4,2,1,1,Commuter,Yes,14,10,Yes
STU_00002854,24,Male,Yes,No,In-state,3.3,1285,25,2,3,Computer Science,Full-time,12,Regular,Spring,<$30k,Yes,Yes,5128,No,4,64,2,0,64.9,21,5,1,0,1,Commuter,No,23,9,Yes
STU_00002855,18,Male,No,No,In-state,2.54,1080,26,3,2,Engineering,Full-time,15,Regular,Spring,$30k-$60k,Yes,No,36991,No,2.93,65,0,2,79.8,3,1,5,1,2,Off-campus,No,9,4,Yes
STU_00002856,18,Male,No,No,In-state,3.6,1074,26,3,3,Arts & Sciences,Full-time,12,Regular,Spring,$60k-$100k,No,No,6192,Yes,3.53,62,1,0,77.4,27,5,0,1,2,On-campus,No,34,2,No
STU_00002857,21,Non-binary,No,No,International,4,1321,24,7,3,Engineering,Full-time,12,Regular,Fall,$60k-$100k,Yes,Yes,59378,No,,21,2,1,73.4,4,6,2,2,2,On-campus,No,24,0,Yes
STU_00002858,20,Female,No,No,Out-of-state,3.69,1090,16,1,4,Business,Part-time,6,Regular,Fall,$60k-$100k,Yes,Yes,10310,Yes,2.76,65,1,0,80.7,0,7,1,1,2,Off-campus,No,3,11,No
STU_00002859,21,Female,Yes,Yes,International,3.37,1158,24,1,1,Business,Full-time,18,Transfer,Fall,$60k-$100k,No,No,1942,No,2.66,6,1,1,84.2,60,2,2,2,0,Commuter,No,6,10,No
STU_00002860,22,Male,No,No,In-state,3.19,1181,23,9,4,Computer Science,Full-time,18,Regular,Fall,$60k-$100k,No,No,9127,No,2.29,120,0,0,53.4,7,3,2,3,0,On-campus,No,1,6,No
STU_00002861,20,Female,No,No,In-state,3.55,1171,19,3,5,Social Sciences,Full-time,18,Regular,Fall,$30k-$60k,Yes,Yes,25708,Yes,2.81,55,0,1,43.3,4,4,0,1,2,On-campus,No,15,0,Yes
STU_00002862,19,Female,Yes,No,In-state,3.13,1008,25,3,3,Computer Science,Part-time,9,Regular,Fall,$60k-$100k,Yes,No,11512,Yes,2.56,52,2,1,76.3,32,3,5,2,0,On-campus,No,0,6,No
STU_00002863,17,Male,Yes,No,In-state,3.13,1099,24,7,6,Business,Part-time,9,Regular,Fall,$100k+,No,No,14456,No,2.61,6,0,1,50,19,4,2,0,3,Off-campus,No,3,10,Yes
STU_00002864,17,Female,No,No,Out-of-state,2.47,1172,21,5,2,Engineering,Full-time,12,Regular,Summer,$30k-$60k,Yes,No,13503,No,2.86,10,0,0,88,4,3,0,2,4,On-campus,Yes,1,0,No
STU_00002865,20,Male,No,No,In-state,2.65,,16,5,5,Business,Full-time,15,Regular,Fall,$30k-$60k,Yes,Yes,2424,Yes,3.21,32,1,0,40.1,4,5,3,3,3,On-campus,No,4,5,No
STU_00002866,20,Male,No,No,Out-of-state,3.11,1078,19,1,5,Education,Full-time,15,Regular,Spring,$60k-$100k,No,Yes,914,No,3.27,2,0,0,,15,4,3,1,0,At home,No,11,16,No
STU_00002867,17,Female,Yes,Yes,In-state,4,1227,20,2,1,Engineering,Full-time,15,Regular,Spring,$30k-$60k,No,Yes,14061,Yes,3.19,54,1,0,82.7,12,3,2,1,1,At home,No,25,14,No
STU_00002868,17,Female,Yes,Yes,In-state,3.21,1227,27,0,1,Computer Science,Full-time,15,Transfer,Summer,$30k-$60k,No,No,28196,No,3.2,18,2,0,,6,3,3,1,0,On-campus,No,12,29,Yes
STU_00002869,17,Female,Yes,No,In-state,2.76,1108,22,2,1,Arts & Sciences,Part-time,6,Regular,Fall,$30k-$60k,No,Yes,15576,Yes,1.97,17,1,0,60,39,6,0,3,1,On-campus,No,19,4,Yes
STU_00002870,17,Female,No,No,In-state,2.99,1126,18,5,3,Engineering,Full-time,12,Regular,Spring,$100k+,Yes,Yes,8202,Yes,3.07,62,0,0,92.2,4,6,2,0,3,On-campus,No,6,10,No
STU_00002871,20,Female,Yes,No,In-state,3.39,1385,24,1,0,Engineering,Full-time,15,Transfer,Fall,$60k-$100k,Yes,No,33709,No,2.57,12,0,0,89.2,9,6,4,2,1,On-campus,No,1,0,No
STU_00002872,22,Non-binary,No,No,In-state,3.75,1223,28,1,3,Engineering,Full-time,15,Regular,Fall,$30k-$60k,No,No,13324,No,1.84,120,1,1,,7,5,1,1,1,On-campus,No,22,0,Yes
STU_00002873,22,Female,No,No,In-state,3.28,1298,31,2,5,Business,Full-time,15,Early Decision,Fall,$60k-$100k,No,No,1424,Yes,3.57,13,3,0,67.5,5,3,4,2,4,At home,No,3,5,Yes
STU_00002874,22,Male,Yes,No,In-state,2.79,1077,16,3,3,Business,Full-time,18,Early Decision,Fall,$30k-$60k,No,Yes,12941,Yes,3.16,120,0,0,54.7,40,8,3,0,2,Off-campus,No,3,5,No
STU_00002875,17,Female,No,No,International,4,998,27,3,5,Education,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,32898,No,2.2,98,0,1,85.8,32,3,2,2,2,On-campus,No,53,21,No
STU_00002876,18,Male,Yes,No,In-state,2.82,1335,28,3,3,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,Yes,No,5354,Yes,3.35,63,0,2,72.6,0,4,2,0,2,Off-campus,No,13,19,Yes
STU_00002877,22,Male,No,No,In-state,4,1148,25,4,3,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,Yes,No,32212,No,2.32,37,1,0,69.9,4,1,1,1,2,On-campus,No,23,1,No
STU_00002878,19,Male,No,No,In-state,2.44,1042,27,3,2,Arts & Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,Yes,Yes,41751,Yes,3.23,120,0,0,88.6,11,0,2,1,2,On-campus,No,2,29,No
STU_00002879,18,Female,No,No,Out-of-state,2.56,1214,24,4,2,Engineering,Full-time,18,Regular,Fall,$60k-$100k,Yes,Yes,7779,No,2.58,1,1,1,92.7,5,5,1,1,1,On-campus,No,10,0,No
STU_00002880,17,Female,No,No,International,3.46,1134,24,3,4,Engineering,Part-time,3,Transfer,Fall,$60k-$100k,Yes,No,18152,Yes,2.59,7,1,0,89.5,17,3,1,1,0,Off-campus,Yes,29,1,No
STU_00002881,21,Female,No,No,International,2.3,1074,25,2,2,Engineering,Full-time,15,Regular,Spring,$60k-$100k,No,No,1518,No,3.48,15,1,0,67.7,10,2,2,6,0,On-campus,No,15,4,Yes
STU_00002882,18,Male,No,No,In-state,3.48,1570,30,4,3,Engineering,Part-time,6,Early Decision,Fall,<$30k,No,No,6560,No,3.32,71,1,1,54.8,29,3,0,0,2,On-campus,No,21,11,Yes
STU_00002883,22,Male,Yes,No,In-state,3.05,1127,25,1,4,Computer Science,Full-time,12,Regular,Fall,$60k-$100k,No,No,25400,Yes,1.96,36,0,0,60.9,3,2,1,1,1,Commuter,No,21,0,Yes
STU_00002884,23,Female,No,No,International,3.67,993,30,4,6,Education,Full-time,12,Regular,Fall,$100k+,No,No,8190,Yes,2.63,62,1,0,91.2,20,6,1,3,0,At home,Yes,14,8,No
STU_00002885,19,Male,No,Yes,In-state,3.82,1244,27,3,1,Computer Science,Full-time,12,Regular,Fall,$100k+,Yes,No,29869,Yes,1.79,29,0,1,95.3,9,5,0,1,0,On-campus,No,9,5,Yes
STU_00002886,18,Female,Yes,No,In-state,2.85,1007,24,2,6,Engineering,Part-time,9,Regular,Fall,$30k-$60k,Yes,No,29639,No,2.93,16,0,0,84.8,16,4,4,0,1,Commuter,No,30,5,No
STU_00002887,20,Female,No,No,In-state,3.61,1196,24,5,3,Engineering,Part-time,6,Regular,Fall,$60k-$100k,Yes,No,33793,No,3.18,1,0,0,95.2,3,4,2,1,1,On-campus,No,9,9,No
STU_00002888,21,Female,No,No,In-state,3.59,1019,26,2,1,Business,Part-time,9,Regular,Spring,<$30k,Yes,No,4620,No,3.56,71,0,0,93.3,3,3,2,2,2,On-campus,No,5,13,Yes
STU_00002889,23,Male,No,No,International,2.91,1374,27,5,3,Computer Science,Full-time,15,Regular,Fall,$30k-$60k,No,No,634,No,2.54,16,0,0,75.8,1,4,5,2,3,On-campus,Yes,38,0,Yes
STU_00002890,23,Male,No,No,In-state,3.99,1235,29,5,1,Education,Full-time,15,Regular,Spring,$60k-$100k,Yes,Yes,18753,Yes,2.58,62,1,0,83.6,5,4,1,1,2,At home,No,17,18,No
STU_00002891,21,Male,No,No,In-state,2.87,962,27,6,2,Health Sciences,Part-time,3,Regular,Fall,$30k-$60k,Yes,Yes,24543,No,3.57,7,0,1,74.6,4,8,3,0,0,On-campus,No,49,13,No
STU_00002892,24,Female,No,No,In-state,3.38,1145,19,0,0,Arts & Sciences,Full-time,18,Regular,Fall,<$30k,Yes,Yes,2871,No,3.95,52,3,1,67.7,11,5,2,1,3,On-campus,No,10,2,Yes
STU_00002893,17,Female,Yes,No,In-state,2.98,,20,2,0,Engineering,Full-time,12,Regular,Spring,$100k+,Yes,No,27258,No,2.99,95,2,2,57.4,1,4,1,3,3,Off-campus,No,33,35,Yes
STU_00002894,17,Male,No,No,In-state,4,1153,17,1,4,Arts & Sciences,Full-time,12,Regular,Fall,$60k-$100k,No,Yes,6399,No,1.35,73,1,1,62.4,13,6,1,0,1,Commuter,No,45,2,Yes
STU_00002895,18,Female,No,No,In-state,3.15,1196,23,2,1,Health Sciences,Part-time,6,Regular,Spring,$100k+,Yes,No,27662,No,1.97,104,1,0,93.2,7,5,3,1,1,At home,No,9,27,Yes
STU_00002896,17,Female,No,No,In-state,3.05,1083,29,5,3,Business,Full-time,18,Regular,Fall,<$30k,Yes,Yes,27084,Yes,,14,1,0,72.6,5,4,2,2,2,Commuter,No,4,0,No
STU_00002897,18,Male,No,No,In-state,2.91,1063,27,2,1,Education,Full-time,12,Regular,Spring,<$30k,Yes,No,17261,No,3.59,16,0,0,76.5,18,8,1,1,1,Commuter,No,1,5,No
STU_00002898,17,Female,No,No,In-state,3.74,1311,18,6,3,Social Sciences,Full-time,12,Regular,Spring,$100k+,Yes,No,3394,Yes,3.09,53,1,3,60.5,16,4,3,4,2,On-campus,No,14,11,No
STU_00002899,24,Female,No,No,In-state,3.06,1226,27,4,0,Arts & Sciences,Part-time,6,Regular,Fall,$60k-$100k,No,Yes,8027,No,2.96,93,1,0,92.7,28,5,6,1,1,At home,Yes,3,4,No
STU_00002900,18,Male,Yes,No,In-state,3.49,976,27,5,0,Health Sciences,Full-time,18,Early Decision,Fall,$100k+,Yes,No,3547,No,1.99,24,1,0,77.7,2,0,1,1,2,Off-campus,No,0,1,No
STU_00002901,25,Male,Yes,No,Out-of-state,3.38,1103,25,6,4,Health Sciences,Full-time,18,Regular,Fall,$60k-$100k,No,No,47217,No,3.65,5,1,2,90.4,21,3,1,0,2,At home,Yes,12,2,No
STU_00002902,20,Female,No,No,In-state,3.21,1142,29,3,0,Education,Full-time,12,Regular,Spring,$100k+,Yes,No,16948,No,3.16,120,1,0,93.9,5,4,0,3,1,Off-campus,No,34,10,No
STU_00002903,23,Male,Yes,Yes,In-state,2.77,1302,26,4,2,Arts & Sciences,Full-time,12,Early Decision,Fall,$30k-$60k,Yes,Yes,2517,No,2.73,52,0,1,74.8,17,3,2,1,3,At home,No,12,16,No
STU_00002904,25,Male,No,No,In-state,3.17,857,24,1,2,Education,Full-time,15,Regular,Fall,<$30k,Yes,Yes,11627,Yes,,120,1,0,64,39,3,2,1,1,Off-campus,No,18,2,No
STU_00002905,17,Female,Yes,No,International,3.33,1130,27,1,2,Business,Full-time,18,Regular,Fall,$60k-$100k,Yes,No,110487,Yes,3.42,5,2,0,74.9,38,6,2,3,1,On-campus,No,2,4,Yes
STU_00002906,22,Male,No,No,International,4,1476,24,4,2,Engineering,Full-time,18,Regular,Fall,<$30k,Yes,No,1860,Yes,1.4,54,0,1,,0,5,1,1,3,On-campus,No,1,0,No
